Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
India,IND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,53.78457,,,,,,,,,,61.90028,,,,,,,,,,76.42570496,,,,,81.13085938,,,,,86.1448822,,,,
India,IND,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,20,26,35,38,43,49,55,65,72,70,81,82,83,84,84,83,82,84,84,85,85,83,87,86,86,86,86,86,86,86,87,87,87,87,87,
India,IND,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537008,1502127,1469878,1445307,1419336,1396609,1373510,1345171,1319301,1289002,1253657,1215523,1175504,1134014,1091529,1054134,1016659,981810,946336,909587,871304,831083,792589,752702,721743,695852
Indonesia,IDN,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,19.3,,,,,,,,,20,,,,,,,,,,21.6,,,,,,,,,,22.5,,,,,,,,,,22.3,,,,,
Indonesia,IDN,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,902164,922845,956071,993531,1033774,1079794,1134358,1195394,1258522,1326146,1389017,1434305,1473319,1516083,1558903,1601519,1646070,1692569,1737798,1782814,1824885,1860369,1892820,1925102,1956020,1984602,2009725,2034313,2057659,2078412,2099249,2126211,2154001,2179186,2204811,2221607,2216152,2200027,2184896,2166820,2150093,2158441,2173224,2187602,2202548,2220429,2206819,2204848,2213411,2235374,2263348,2279079,2282926,2287655,2297115,
Indonesia,IDN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,12.8,,,12.2,,,,,,11.8,,,,12.9,,,,,14.8,,,
Indonesia,IDN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,85.43709,,,,,,,,,,96.20756,,,,,,,,,,,,,,98.70545197,,96.65103912,,99.4601059,99.47374725,,98.77799988,,,,
Indonesia,IDN,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,6,10,16,21,23,29,32,34,37,47,64,65,68,69,74,74,76,79,80,81,82,82,82,82,82,83,83,83,79,85,85,85,85,85,85,
Indonesia,IDN,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137889,134418,131832,129614,126617,122414,117272,111619,106298,101335,97002,93966,91461,89646,88245,86012,83548,81232,79020,77428,75790,75354,75957,76305,75977,73921
"Iran, Islamic Rep.",IRN,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,20.2,,,,,,,,,,22.1,,,,,,,,,,23.5,,,,,23.5,,,,
"Iran, Islamic Rep.",IRN,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,215289,231550,250072,268594,288443,305869,315890,322744,331018,339418,347673,356558,366504,376564,386969,396903,405543,413912,423646,435397,447940,460843,474917,491386,509389,531179,562356,598700,635291,669287,702749,734264,769352,803960,841035,874506,890055,895996,900469,903262,896501,878682,843772,801385,750143,695413,652202,616687,581364,546465,520001,508017,506277,506659,509171,
"Iran, Islamic Rep.",IRN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,56.45386,,,,,,,,,,75.2049,,,,,86.97427,,,,,93.02831,,,,,,96.62609863,,,97.43152618,96.64370728,,98.65569305,,,,98.01439667,,,
"Iran, Islamic Rep.",IRN,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,1,2,4,5,14,26,35,40,56,61,71,80,64,84,69,66,68,81,82,82,82,82,82,82,82,83,83,83,83,83,95,95,95,95,95,
"Iran, Islamic Rep.",IRN,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49611,45482,41219,37059,33587,30871,28913,27502,26515,25625,24636,23334,21841,20662,19554,18821,18337,18005,17552,17099,16440,15848,15114,14266,13486,12799
Iraq,IRQ,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,20.8,,,,,,,,,,22.3,,,,,,,,,,24,,,,,,,25.3,,,22.8,,,,,,,,
Iraq,IRQ,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,64068,72300,83764,93994,105322,113968,113990,110109,107963,105900,105326,108762,115107,121237,127193,134136,143201,153065,162778,173072,182116,187647,191452,195762,199738,203572,208561,214035,219377,225174,231163,235335,239613,244519,249639,255108,261190,267771,274359,281162,287805,293936,300158,306800,313274,320222,329041,338443,347947,358877,369648,376611,382983,390679,398056,
Iraq,IRQ,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.79680634,,,,,,,,,,,,,81.95002747,,
Iraq,IRQ,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,4,5,4,4,16,31,47,59,53,46,70,62,69,68,82,81,79,75,70,73,75,86,87,88,88,71,70,69,69,69,80,85,85,72,72,
Iraq,IRQ,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17936,17872,17863,17948,18099,18347,18776,19299,19839,20288,20579,20608,20495,20350,20226,20306,20781,21322,21935,22508,22959,23210,23254,23091,22866,22482
Ireland,IRL,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,25,,,,,,,,,,28.7,,,,,,,,,,31.4,,,,,31.8,,,,
Ireland,IRL,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,28826,28776,28531,28486,28587,28689,28420,28175,28013,27832,27905,28452,29330,30225,31382,32299,32127,31564,31208,30712,30553,31386,32732,33825,34895,35719,35896,35675,35476,35183,34892,34819,34816,34697,34590,34249,33197,31914,30771,29721,28791,27751,26987,26398,25975,25828,25880,26143,26443,26758,27100,27608,28172,28799,29511,
Ireland,IRL,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,216,211,210,212,214,215,221,228,235,236,235,226,217,202,195,189,183,183,188,189,189,186,172,159,154
Isle of Man,IMY,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMY,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMY,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMY,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMY,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,22.8,,,,,,,,,,,23.5,,,,,,,,,,,,24.6,,,,,,,,,,,25.8,,,26.2,,,,,,
Israel,ISR,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,22052,23875,25528,27159,28808,29977,30073,29599,29138,28606,28278,28650,29330,29929,30517,31060,31494,31957,32499,32962,33697,35199,37053,38776,40521,42025,42883,43320,43856,44591,45382,45826,46535,47548,48645,49616,50301,50737,51020,51229,51429,51750,52082,52435,52777,53467,54734,56352,57879,59369,60549,61684,62472,63305,64198,
Israel,ISR,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,98.56286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,607,572,536,502,492,479,477,473,477,474,467,441,426,386,363,343,352,349,361,372,387,384,395,384,368
Italy,ITA,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,22.6,,,,,,,,,,23.2,,,,,,,,,,26.1,,,,,,,,,,28.9,,,,,,,,,30.6,,,,,
Italy,ITA,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,430698,425855,413017,402812,392494,384586,384127,388471,392310,395888,401349,410290,420644,430565,441042,449174,451612,450731,450041,448338,445601,443238,440140,435555,430521,422886,409815,393525,377229,360215,344107,331767,321796,311795,301855,293315,287580,283432,279693,276591,274369,273478,273094,273162,273829,274036,273011,271299,270059,268919,268361,269039,270478,271618,272418,
Italy,ITA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,99.64338,,,,,,,,,,,,,,,,,,,,99.81213379,,,,,,,,,,,,99.92350769,,
Italy,ITA,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3657,3451,3138,2942,2745,2549,2403,2205,2016,1898,1749,1666,1650,1585,1566,1535,1493,1441,1435,1418,1335,1299,1200,1103,1018,998
Jamaica,JAM,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,21.1,,,,,,,,,,,,32.2,,,,,,,,,33.2,,,,,,,,,,33.2,,,,,,,,,,,,,,
Jamaica,JAM,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,17200,18163,18981,19521,19717,19824,20200,21096,22167,23496,24998,26110,27149,28248,29358,30221,29845,29315,28891,28631,28465,28565,28539,28542,28591,28478,27677,26895,26307,25785,25548,25743,26198,26588,27025,27366,27226,27034,27017,27135,27321,27133,27055,27085,27188,27333,27568,27647,27623,27584,27332,26643,25724,24813,23786,
Jamaica,JAM,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.60340881,,,,,,,,,,,,,,96.09719086,,
Jamaica,JAM,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,72,71,52,59,51,53,54,58,62,80,80,80,80,80,
Jamaica,JAM,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197,1167,1157,1157,1153,1141,1126,1105,1073,1032,979,917,849,781,727,685,668,661,655,645,632,595,551,512,480,464
Japan,JPN,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,24.7,,,,,,,,,,,,,,,25.8,,,,,,,,,,27.7,,,,,,,,,,29.4,,,,,29.7,,,,,
Japan,JPN,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,1105890,1082469,1032532,987226,941162,896942,861928,835447,808835,781029,761970,760038,768840,778188,791214,805025,813025,820378,830376,837224,850179,884503,924266,956873,990772,1008174,986123,942050,900936,855815,815111,794583,783346,767150,749419,731030,711460,690433,670644,651650,634536,621540,611076,600987,590820,582701,579745,579910,580367,582199,582328,577265,568620,560729,552585,
Japan,JPN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2983,2906,2768,2669,2579,2598,2494,2385,2269,2144,2130,1987,1952,1799,1655,1523,1405,1403,1297,1299,1189,1078,1073,1065,1056,941
Jordan,JOR,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,,,,,,,,,24,,,25.3,,,,,,,25.4,,,,,24.7,,,,,,
Jordan,JOR,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,10072,10067,10024,10154,10514,11112,12032,13349,14942,16659,18259,19315,20205,21077,21971,22867,24005,25186,26422,27620,28947,30298,31919,33545,35277,36831,38167,39225,40401,41600,43292,45703,48510,51049,53387,54821,55368,55074,54837,54563,54559,54915,55691,56530,57546,58883,60826,63204,65792,68470,71037,73357,75419,77327,79029,
Jordan,JOR,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,9.6,,,,,11.5,,,,,10.3,,11.4,,,12.9,,,
Jordan,JOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,90.50848,,,,,,,,,,,,,,,,,,,,,,,,99.13259125,,98.97538757,,98.94934082,,,98.76235199,99.14868164,99.10572052,,,
Jordan,JOR,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,2,7,10,13,52,40,52,64,47,49,51,53,53,48,47,58,52,46,41,44,41,54,46,53,67,86,87,87,87,87,90,90,90,90,
Jordan,JOR,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237,2278,2372,2478,2557,2582,2624,2619,2598,2546,2481,2417,2342,2265,2228,2208,2200,2201,2247,2274,2288,2307,2312,2294,2266,2184
Kazakhstan,KAZ,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,,22.4,,,,,,21.4,,,,23.4,,,,,,,,,,25.1,,,,,,
Kazakhstan,KAZ,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,87289,94159,100949,108474,116333,124245,131917,139450,146609,153203,158975,163716,167098,169584,172214,172782,166984,159926,154532,149743,146915,146607,148738,151134,154611,157932,156699,155365,155695,157259,159014,158491,157246,155746,153308,151590,153330,156019,157960,160551,161896,159307,153979,149007,143839,138022,133511,128013,121758,114512,108438,105785,105802,105776,105539,
Kazakhstan,KAZ,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,33.4,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72572,,,,,,,,,,99.84513092,,,,,,,,,,99.8345108,,,,,,
Kazakhstan,KAZ,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8976,8457,7765,7021,6266,5577,5065,4678,4395,4278,4235,4255,4347,4514,4688,4746,4711,4619,4470,4265,4008,3773,3504,3230,2989,2744
Kenya,KEN,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,19.2,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,,22.2,,,,21.4,,,,,22,,,,,,,
Kenya,KEN,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,91848,97350,102898,108940,115543,121708,126228,130395,135163,140240,145438,150726,156498,162671,169347,176114,182248,188755,195993,203696,211922,220826,230563,240756,251474,262310,272603,283111,294140,305453,317200,329415,342409,355280,367432,378452,390525,401182,410981,421220,428913,430556,429471,429524,429518,431203,436427,445321,454766,464707,476724,491340,508425,526143,544677,
Kenya,KEN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7,,,,,31.7,,,,,31.7,,,,,,33.9,,,,,,
Kenya,KEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52817535,,,,,,,82.39047241,,,,,,,,
Kenya,KEN,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,36,52,66,51,59,60,57,61,64,62,61,47,61,74,68,68,69,72,73,73,73,74,74,78,78,78,73,73,73,76,
Kenya,KEN,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26875,26619,26430,26136,26096,26535,27567,28992,30632,32364,33956,35326,36404,37413,38215,38793,38812,38748,38304,37827,37309,36539,35759,35103,34427,33741
Kiribati,KIR,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,20.9,,,,,,,,,,,,21.1,,,,,21.5,,,,,21.7,,,,,,,,,,,,,,20.9,,,,,,
Kiribati,KIR,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,492,507,521,538,557,578,598,624,648,672,693,711,727,745,763,773,770,759,752,747,741,733,714,691,656,631,645,684,715,747,777,805,828,856,885,914,943,964,985,1005,1022,1041,1048,1044,1016,997,1059,1129,1175,1221,1237,1190,1122,1067,1007,
Kiribati,KIR,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,93,90,86,83,81,80,80,80,78,75,68,59,51,46,46,52,64,76,87,93,91,86,79,72,67
"Korea, Dem. Rep.",PRK,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,,,
"Korea, Dem. Rep.",PRK,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,148045,133697,117394,104333,88695,81747,99147,127896,152580,180301,200983,196938,182689,173069,161534,155816,168546,190797,209143,226644,240385,246367,244829,243073,242979,238100,220044,197702,177427,154801,139079,142632,156506,168002,180749,191079,192358,188957,187630,186425,185990,188750,192904,196088,199153,201080,200241,197860,195656,193059,190559,189378,188547,187264,186150,
"Korea, Dem. Rep.",PRK,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99969482,,,,,,,
"Korea, Dem. Rep.",PRK,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,90,90,91,91,92,90,82,60,30,55,81,80,91,91,92,90,90,91,91,91,91,93,93,93,93,
"Korea, Dem. Rep.",PRK,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7576,8266,9614,11438,13135,14339,14717,14269,13207,11902,10615,9475,8512,7771,7228,6793,6530,6308,6101,5845,5635,5461,5376,5321,5227,5091
"Korea, Rep.",KOR,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,23.3,,,,,,,,,,,,,,,24.7,,,,,,,,,,26.1,,,,,27.1,,,,,28.8,,,,,,,,,,
"Korea, Rep.",KOR,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,259989,282494,303966,317295,324895,332978,350421,370908,391530,415264,435414,438967,435865,435407,436054,436951,432253,429566,428155,427823,429442,430493,432230,434644,439959,442534,433047,418286,405035,389808,377091,374353,375055,373229,373069,368883,352415,330759,311932,291233,277365,294455,310218,313923,307818,296244,299236,304447,309142,314482,315188,301439,283351,265780,246906,
"Korea, Rep.",KOR,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514,1470,1555,1584,1631,1517,1392,1288,1215,1191,1235,1320,1399,1419,1350,1270,1122,1021,966,910,851,839,824,806,791,733
Kosovo,KSV,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,KSV,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,16000,16000,16000,16000,
Kosovo,KSV,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,KSV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,KSV,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,KSV,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,19.6,,,,,,,,,,,,,,,22.9,,,,,,,,,,27,,,,,,,,,,27.5,,,,,,,,,,
Kuwait,KWT,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,1968,2261,2574,2850,3084,3396,4034,4869,5751,6703,7686,8648,9506,10358,11233,11992,12127,12452,13113,14093,15216,15644,16012,16530,17306,18202,19507,20649,21491,21463,20931,20032,18811,17073,15548,14562,14505,14584,14823,14935,14803,14780,14902,15197,15802,16768,18016,18863,19389,19587,19454,19386,19468,19658,19804,
Kuwait,KWT,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,72.22216,,,,,78.97543,,,,,87.45606,,,,,,,,,,92.04306,,,,,,,,,,99.73336792,98.51216888,98.44722748,98.64334869,,,,98.78226471,99.15374756,,
Kuwait,KWT,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,6,28,28,29,28,13,9,18,30,29,51,55,58,53,43,37,36,32,24,73,77,78,79,80,81,81,82,83,84,84,95,95,95,95,95,
Kuwait,KWT,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,376,329,288,264,259,252,261,279,292,298,293,274,254,248,260,279,309,333,348,335,313,282,261,240,222
Kyrgyz Republic,KGZ,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,,,,,,,,,21.2,,,,,,,,,,21.6,,,,,,,,20.4,,21.9,,,,,,,,,,23.2,,,,,,
Kyrgyz Republic,KGZ,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,17274,19028,20953,23071,25353,27649,29797,31906,34023,36015,37775,39195,40348,41361,42544,43369,42670,41617,40927,40273,39973,40294,41235,42223,43529,44718,45061,45091,45447,45860,46465,47402,48608,49717,50814,52133,53716,55466,57138,58729,59746,60054,59690,59303,58952,58301,57170,55766,54370,52914,51530,50166,48919,47726,46488,
Kyrgyz Republic,KGZ,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,,,,,,,,,25.3,,,,,,26.9,,,
